spp,act,pass,float,obsn,obst1,n3,seq
37279,12476,12476,0,2,275168,64,$=?>$$BUAO^B>C$=N?>$$BLUBO%}Y^OB
37279,12476,37279,0,1,275168,64,$=?>$$BUAO^B>C$=N?>$$BLUBO%}Y^OB
37275,22325,3747,0,1,275141,13,$=?>$$BUBO$=?$$N?>$$BB
37275,22325,8625,0,1,275141,13,$=?>$$BUBO$=?$$N?>$$BB
37275,8625,37275,0,1,275141,13,$=?>$$BUBO$=?$$N?>$$BB
37275,17950,37275,0,6,275141,13,$=?>$$BUBO$=?$$N?>$$BB
37217,18272,18272,0,1,274625,22,$=?>$$N?>$$BLUO%}}Y^OO
37096,34917,3747,0,1,273819,1,C=?>C$B
37096,34917,34917,0,5,273819,1,C=?>C$B
37096,34917,11955,0,1,273819,1,C=?>C$B
37070,34444,31489,0,1,273637,8,LUEUWJYK
37054,34444,31489,0,1,273568,8,LUEUJYJ
37054,42847,31489,0,1,273568,8,LUEUJYJ
36988,12591,21354,0,1,273090,33,$=?>$$BUBO$=?>D$BUBO$B
36984,43328,21354,0,1,273056,0,EWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BBLUBOM%}OYHO
36984,34444,34444,0,1,273056,0,EWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BBLUBOM%}OYHO
36984,34444,36984,0,1,273056,0,EWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BBLUBOM%}OYHO
36946,8625,17434,0,1,272786,43,^B>C$=N?>$$B?UBO%}}Y^OB$=?>$$BUBO
36845,8625,12476,0,1,272097,65,$=?>$$NBUBO^B>C$=N?>$$BLUBO%}Y^OB
36845,12476,36845,0,23,272097,65,$=?>$$NBUBO^B>C$=N?>$$BLUBO%}Y^OB
36845,36845,36845,0,7,272097,65,$=?>$$NBUBO^B>C$=N?>$$BLUBO%}Y^OB
36845,8625,36845,0,7,272097,65,$=?>$$NBUBO^B>C$=N?>$$BLUBO%}Y^OB
36845,33565,36845,0,1,272097,65,$=?>$$NBUBO^B>C$=N?>$$BLUBO%}Y^OB
36838,12476,34917,0,1,272021,39,$=?>CCB
36838,12476,36838,0,14,272021,39,$=?>CCB
36838,21308,36838,0,3,272021,39,$=?>CCB
36838,8625,34917,0,1,272021,39,$=?>CCB
36838,8625,36838,0,1,272021,39,$=?>CCB
36813,12476,12476,0,7,271856,0,$=?>$$BUB}^B>C$=N?>$$BLUBO%}Y^OB
36813,12476,36813,0,91,271856,0,$=?>$$BUB}^B>C$=N?>$$BLUBO%}Y^OB
36813,36813,36813,0,1,271856,0,$=?>$$BUB}^B>C$=N?>$$BLUBO%}Y^OB
36813,45238,36813,0,2,271856,0,$=?>$$BUB}^B>C$=N?>$$BLUBO%}Y^OB
36744,11955,34917,0,1,271549,7,$=?>$CB
36627,36593,19410,0,1,270975,46,$=?>$$BUBO$=?>$$BUBO^B>CC=N?>$$BLUBO%}}Y^OB$
36611,12476,12476,0,2,270889,0,$=?>$$BUBO^B>C$=N?>C$BLUBO%}Y^OB
36611,12476,36611,0,12,270889,0,$=?>$$BUBO^B>C$=N?>C$BLUBO%}Y^OB
36611,44559,36611,0,3,270889,0,$=?>$$BUBO^B>C$=N?>C$BLUBO%}Y^OB
36593,19848,19410,0,1,270816,69,$=?>$$BUBO$=?>$$BUBO^B>CC=N?>$$BLUBO%}}Y^OBU
36473,34792,42649,0,1,269974,23,YGRHJLRWWRE$BLUBO^ZB>C$=?>$$BUBO^ZB>CD=?>$$B
36259,12476,11955,0,1,268333,0,$=?>$$BUBO^B>C$=N?>$BLUBO%}Y^OB
36259,12476,36259,0,254,268333,0,$=?>$$BUBO^B>C$=N?>$BLUBO%}Y^OB
36259,17465,17465,0,1,268333,0,$=?>$$BUBO^B>C$=N?>$BLUBO%}Y^OB
36259,17465,36259,0,1,268333,0,$=?>$$BUBO^B>C$=N?>$BLUBO%}Y^OB
36259,12476,12476,0,3,268333,0,$=?>$$BUBO^B>C$=N?>$BLUBO%}Y^OB
36259,36259,36259,0,111,268333,0,$=?>$$BUBO^B>C$=N?>$BLUBO%}Y^OB
36259,44077,36259,0,22,268333,0,$=?>$$BUBO^B>C$=N?>$BLUBO%}Y^OB
36259,8625,36259,0,27,268333,0,$=?>$$BUBO^B>C$=N?>$BLUBO%}Y^OB
36259,17797,36259,0,6,268333,0,$=?>$$BUBO^B>C$=N?>$BLUBO%}Y^OB
36259,44740,36259,0,1,268333,0,$=?>$$BUBO^B>C$=N?>$BLUBO%}Y^OB
36259,33339,36259,0,1,268333,0,$=?>$$BUBO^B>C$=N?>$BLUBO%}Y^OB
36259,44676,36259,0,4,268333,0,$=?>$$BUBO^B>C$=N?>$BLUBO%}Y^OB
36259,25606,36259,0,5,268333,0,$=?>$$BUBO^B>C$=N?>$BLUBO%}Y^OB
36259,44411,36259,0,1,268333,0,$=?>$$BUBO^B>C$=N?>$BLUBO%}Y^OB
36251,34792,43529,0,1,268283,24,YGRHJLRWWRE$BLUBO^ZB>C$=?>$$BUBO^AB>C$=?>$$B
36210,39779,31489,0,7,268013,0,YGRHJLRWWRE$BLUBO^ZB>C$=?>$$BUBO^ZBC$=?>$$BB
36210,39779,37054,0,1,268013,0,YGRHJLRWWRE$BLUBO^ZB>C$=?>$$BUBO^ZBC$=?>$$BB
36210,36210,31489,0,20,268013,0,YGRHJLRWWRE$BLUBO^ZB>C$=?>$$BUBO^ZBC$=?>$$BB
36210,36210,32596,0,3,268013,0,YGRHJLRWWRE$BLUBO^ZB>C$=?>$$BUBO^ZBC$=?>$$BB
36036,17678,36036,0,513,266836,0,$=?>CCBUBO
36036,39051,36036,0,4,266836,0,$=?>CCBUBO
36036,40251,36036,0,9,266836,0,$=?>CCBUBO
36036,8625,36036,0,15,266836,0,$=?>CCBUBO
36036,17465,36036,0,97,266836,0,$=?>CCBUBO
36036,37991,36036,0,29,266836,0,$=?>CCBUBO
36036,36259,36036,0,2,266836,0,$=?>CCBUBO
36036,39844,36036,0,38,266836,0,$=?>CCBUBO
36036,39307,36036,0,1,266836,0,$=?>CCBUBO
36036,43468,36036,0,1,266836,0,$=?>CCBUBO
36009,34444,31489,0,1,266644,8,LUEUWIYJ
36009,42847,31489,0,1,266644,8,LUEUWIYJ
35905,34444,34444,0,1,265861,62,EWLHHHRLUEUWJYKRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BBLUBOM%}OYHOB
35905,34444,35905,0,2,265861,62,EWLHHHRLUEUWJYKRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BBLUBOM%}OYHOB
35874,11955,11955,0,1,265666,7,D=?>$$B
35860,34444,34444,0,2,265603,62,EWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$BBLUBOM%}OYHOB
35860,34444,35860,0,26,265603,62,EWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$BBLUBOM%}OYHOB
35860,35860,35860,0,131,265603,62,EWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$BBLUBOM%}OYHOB
35860,39456,35860,0,8,265603,62,EWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$BBLUBOM%}OYHOB
35860,34444,3747,0,1,265603,62,EWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$BBLUBOM%}OYHOB
35852,44707,39209,0,1,265533,0,EWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$O
35852,34444,35852,0,13,265533,0,EWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$O
35845,34444,35845,0,8,265502,0,EWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BBLUBOMF}OYHOBEWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BBLUBOM%}OYHOB
35845,42924,34444,0,1,265502,0,EWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BBLUBOMF}OYHOBEWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BBLUBOM%}OYHOB
35845,35740,34444,0,1,265502,0,EWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BBLUBOMF}OYHOBEWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BBLUBOM%}OYHOB
35740,35845,41181,0,2,264683,0,EWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BBLUBOMF}OYHOB
35726,43286,6415,0,1,264608,0,EWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUB}^B>C$=?>$$B
35614,8625,8625,0,1,263776,66,$=?>$$BUBO^B>C$=N?>$$BLSUBO%}}Y^OB
35614,8625,35614,0,3,263776,66,$=?>$$BUBO^B>C$=N?>$$BLSUBO%}}Y^OB
35548,34444,31489,0,1,263247,8,LUEUWJYJX
35543,12476,11955,0,1,263227,39,$=?>$$C
35543,11955,11955,0,2,263227,39,$=?>$$C
35543,12476,35543,0,2,263227,39,$=?>$$C
35543,39981,35543,0,4,263227,39,$=?>$$C
35508,35508,35508,0,129,262935,0,HHLUEUWJY>JRIFXVUUYGRHJLRWWRE$BLUBO^B>C$=?>$$BUBOF%}OYHOB
35508,41781,35508,0,8,262935,0,HHLUEUWJY>JRIFXVUUYGRHJLRWWRE$BLUBO^B>C$=?>$$BUBOF%}OYHOB
35473,34444,34444,0,1,262740,62,EWLHHHRLUEUWJYJRIXUVUYGRHJLRWWE$BLUBO^B>C$=?>$$BBLUBOM%}OYHOB
35277,8625,8625,0,1,261205,66,$=?>$$BUBOH^B>C$=N?>$$BLUBO%}}Y^OB
35249,12476,12476,0,2,260952,0,$=?>$$BUBO^BQC$=N?>$$BLUBO%}Y^OB
35249,12476,35249,0,2,260952,0,$=?>$$BUBO^BQC$=N?>$$BLUBO%}Y^OB
35217,35217,35217,0,4,260590,0,$=?>$$BUBO^B>C$=N?>$$WBMVBO%}}Y^OB
35168,12476,3747,0,1,260189,0,$=?Q$$BUBO^B>C$=N?>$$BLUBO%}Y^OB
35168,12476,12476,0,1,260189,0,$=?Q$$BUBO^B>C$=N?>$$BLUBO%}Y^OB
35151,12476,17434,0,1,260026,0,$=?>$$BUBO^B>C$=N?>$$BLUBO%NY^OB
35091,17786,33618,0,2,259500,4,?$$$
35008,15394,3747,0,1,258739,33,$=?>$$BUBOIB>$=N?>$$BLUBO%}}Y^OBB
34983,12476,12476,0,1,258423,64,$=?>$$BUBO^B>C$=N?>$$BLUBO%}Y^OB$=?>$$BUBO^B>C$=N?>$$BLUBO%}YHOB
34978,12476,11955,0,1,258398,0,$=?>$$BUBO^B>C=N?>$$BLUBO%}Y^OB$
34978,12476,12476,0,1,258398,0,$=?>$$BUBO^B>C=N?>$$BLUBO%}Y^OB$
34978,12476,34978,0,11,258398,0,$=?>$$BUBO^B>C=N?>$$BLUBO%}Y^OB$
34978,18920,34978,0,1,258398,0,$=?>$$BUBO^B>C=N?>$$BLUBO%}Y^OB$
34939,12476,12476,0,2,258043,64,$=?>$$BUBO^B>C$=N?>$$LUBO%}Y^OB
34939,12476,21994,0,1,258043,64,$=?>$$BUBO^B>C$=N?>$$LUBO%}Y^OB
34939,8625,34939,0,2,258043,64,$=?>$$BUBO^B>C$=N?>$$LUBO%}Y^OB
34917,12476,34917,0,499,257855,0,$=?>C$B
34917,8625,34917,0,696,257855,0,$=?>C$B
34917,21308,34917,0,12,257855,0,$=?>C$B
34917,33565,34917,0,42,257855,0,$=?>C$B
34917,43049,34917,0,6,257855,0,$=?>C$B
34917,43123,34917,0,2,257855,0,$=?>C$B
34917,43323,34917,0,13,257855,0,$=?>C$B
34917,23598,34917,0,34,257855,0,$=?>C$B
34917,17020,34917,0,10,257855,0,$=?>C$B
34917,17544,34917,0,6,257855,0,$=?>C$B
34917,11955,34917,0,1,257855,0,$=?>C$B
34917,31997,34917,0,4,257855,0,$=?>C$B
34917,43822,34917,0,1,257855,0,$=?>C$B
34917,17492,34917,0,10,257855,0,$=?>C$B
34917,13970,34917,0,3,257855,0,$=?>C$B
34917,11918,34917,0,2,257855,0,$=?>C$B
34917,21418,34917,0,28,257855,0,$=?>C$B
34917,18353,34917,0,1,257855,0,$=?>C$B
34917,40322,34917,0,23,257855,0,$=?>C$B
34917,20274,34917,0,9,257855,0,$=?>C$B
34917,13648,34917,0,1,257855,0,$=?>C$B
34917,11955,11955,0,1,257855,0,$=?>C$B
34917,39981,34917,0,13,257855,0,$=?>C$B
34917,44336,34917,0,1,257855,0,$=?>C$B
34917,44745,34917,0,2,257855,0,$=?>C$B
34897,12476,11955,0,1,257684,39,$=?>$B
34795,8625,3747,0,1,256698,39,$=?>$$BUBO^B>C$=N?>$$B?UBO%}}Y^OB$=?$$$
34792,34792,31489,0,145,256670,0,YGRHJLRWWRE$BLUBO^ZB>C$=?>$$BUBO^ZB>C$=?>$$B
34792,34751,31489,0,13,256670,0,YGRHJLRWWRE$BLUBO^ZB>C$=?>$$BUBO^ZB>C$=?>$$B
34751,34444,34751,0,779,256300,0,RIXUVUYGRHJLRWWRE$BLUBO^ZB>C$=?>$$BUBO^ZB>C$=?>$$B
34751,39456,34751,0,90,256300,0,RIXUVUYGRHJLRWWRE$BLUBO^ZB>C$=?>$$BUBO^ZB>C$=?>$$B
34751,42900,34751,0,9,256300,0,RIXUVUYGRHJLRWWRE$BLUBO^ZB>C$=?>$$BUBO^ZB>C$=?>$$B
34751,42847,34751,0,2,256300,0,RIXUVUYGRHJLRWWRE$BLUBO^ZB>C$=?>$$BUBO^ZB>C$=?>$$B
34751,26650,34751,0,69,256300,0,RIXUVUYGRHJLRWWRE$BLUBO^ZB>C$=?>$$BUBO^ZB>C$=?>$$B
34751,43862,34751,0,16,256300,0,RIXUVUYGRHJLRWWRE$BLUBO^ZB>C$=?>$$BUBO^ZB>C$=?>$$B
34751,43884,34751,0,6,256300,0,RIXUVUYGRHJLRWWRE$BLUBO^ZB>C$=?>$$BUBO^ZB>C$=?>$$B
34751,44325,34751,0,68,256300,0,RIXUVUYGRHJLRWWRE$BLUBO^ZB>C$=?>$$BUBO^ZB>C$=?>$$B
34751,44372,34751,0,12,256300,0,RIXUVUYGRHJLRWWRE$BLUBO^ZB>C$=?>$$BUBO^ZB>C$=?>$$B
34751,44657,34751,0,21,256300,0,RIXUVUYGRHJLRWWRE$BLUBO^ZB>C$=?>$$BUBO^ZB>C$=?>$$B
34751,43762,34751,0,2,256300,0,RIXUVUYGRHJLRWWRE$BLUBO^ZB>C$=?>$$BUBO^ZB>C$=?>$$B
34751,44660,34751,0,1,256300,0,RIXUVUYGRHJLRWWRE$BLUBO^ZB>C$=?>$$BUBO^ZB>C$=?>$$B
34751,38812,34751,0,2,256300,0,RIXUVUYGRHJLRWWRE$BLUBO^ZB>C$=?>$$BUBO^ZB>C$=?>$$B
34751,44659,34751,0,9,256300,0,RIXUVUYGRHJLRWWRE$BLUBO^ZB>C$=?>$$BUBO^ZB>C$=?>$$B
34751,45393,34751,0,4,256300,0,RIXUVUYGRHJLRWWRE$BLUBO^ZB>C$=?>$$BUBO^ZB>C$=?>$$B
34743,43245,30919,0,1,256215,11,HHRLUEUWJYJRIFXVUUYGRHJLRWWRE$BLUBO^B>C$=?>$$BUBOF%}OYHOB
34739,12476,12476,0,2,256145,0,C=?>$$BUBO^B>C$=N?>$$BLUBO%}Y^OB
34739,12476,34917,0,1,256145,0,C=?>$$BUBO^B>C$=N?>$$BLUBO%}Y^OB
34697,34444,31489,0,1,255775,8,LUEUWYJ
34636,12476,12476,0,3,255176,64,$=?>$$BUBO^B>C$=N?>$$BLUBO%}X^OB
34635,42847,34444,0,1,255170,62,EWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BBLUBOM%}OYHOC
34587,42847,34444,0,1,254721,62,EXLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BBLUBOM%}OYHOB
34587,42847,34587,0,3,254721,62,EXLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BBLUBOM%}OYHOB
34587,34587,34587,0,1,254721,62,EXLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BBLUBOM%}OYHOB
34587,34444,34587,0,1,254721,62,EXLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BBLUBOM%}OYHOB
34587,34444,34444,0,1,254721,62,EXLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BBLUBOM%}OYHOB
34559,44949,12476,0,1,254452,69,$=?>$$BUBO^B>C$=N?>$$BLUBO}Y^OB$=?>$$BUBO^B>C$=N?>$$BLUBO%}Y^OB
34551,22933,22933,0,1,254371,1,C=?R$$BUBO
34515,8625,8625,0,1,254038,66,$=?>$$BUBO^B>C$D=N?>$$BLUBO%}}Y^OB
34485,12476,12476,0,1,253726,64,$=?>$$BUBO^B>C$=N?>$$BLUBO%}YOB$=?>$$BUBO^B>C$=N?>$$BLUBO%}Y^OB
34485,12476,34485,0,2,253726,64,$=?>$$BUBO^B>C$=N?>$$BLUBO%}YOB$=?>$$BUBO^B>C$=N?>$$BLUBO%}Y^OB
34485,40322,12476,0,1,253726,64,$=?>$$BUBO^B>C$=N?>$$BLUBO%}YOB$=?>$$BUBO^B>C$=N?>$$BLUBO%}Y^OB
34481,12476,21994,0,1,253667,33,$=?>$$BUBOIB>C$=N?>$$BLUBO%}Y^OB
34481,12476,34481,0,12,253667,33,$=?>$$BUBOIB>C$=N?>$$BLUBO%}Y^OB
34481,12476,12476,0,5,253667,33,$=?>$$BUBOIB>C$=N?>$$BLUBO%}Y^OB
34481,43049,34481,0,1,253667,33,$=?>$$BUBOIB>C$=N?>$$BLUBO%}Y^OB
34481,12476,11955,0,1,253667,33,$=?>$$BUBOIB>C$=N?>$$BLUBO%}Y^OB
34444,34444,34444,0,8828,253365,0,EWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BBLUBOM%}OYHOB
34444,38944,34444,0,12,253365,0,EWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BBLUBOM%}OYHOB
34444,39456,34444,0,114,253365,0,EWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BBLUBOM%}OYHOB
34444,42900,34444,0,2,253365,0,EWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BBLUBOM%}OYHOB
34444,42766,34444,0,18,253365,0,EWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BBLUBOM%}OYHOB
34444,42505,34444,0,2,253365,0,EWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BBLUBOM%}OYHOB
34444,41959,34444,0,4,253365,0,EWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BBLUBOM%}OYHOB
34444,42604,34444,0,4,253365,0,EWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BBLUBOM%}OYHOB
34444,42964,34444,0,4,253365,0,EWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BBLUBOM%}OYHOB
34444,42847,34444,0,301,253365,0,EWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BBLUBOM%}OYHOB
34444,42939,34444,0,9,253365,0,EWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BBLUBOM%}OYHOB
34444,40721,34444,0,14,253365,0,EWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BBLUBOM%}OYHOB
34444,38645,34444,0,31,253365,0,EWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BBLUBOM%}OYHOB
34444,38304,34444,0,36,253365,0,EWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BBLUBOM%}OYHOB
34444,43283,34444,0,4,253365,0,EWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BBLUBOM%}OYHOB
34444,43288,34444,0,43,253365,0,EWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BBLUBOM%}OYHOB
34444,43422,34444,0,4,253365,0,EWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BBLUBOM%}OYHOB
34444,35860,34444,0,32,253365,0,EWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BBLUBOM%}OYHOB
34444,37997,34444,0,17,253365,0,EWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BBLUBOM%}OYHOB
34444,43630,34444,0,4,253365,0,EWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BBLUBOM%}OYHOB
34444,43686,34444,0,23,253365,0,EWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BBLUBOM%}OYHOB
34444,43648,34444,0,18,253365,0,EWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BBLUBOM%}OYHOB
34444,34587,34444,0,2,253365,0,EWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BBLUBOM%}OYHOB
34444,43517,34444,0,5,253365,0,EWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BBLUBOM%}OYHOB
34444,43660,34444,0,5,253365,0,EWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BBLUBOM%}OYHOB
34444,43678,34444,0,3,253365,0,EWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BBLUBOM%}OYHOB
34444,26650,34444,0,65,253365,0,EWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BBLUBOM%}OYHOB
34444,43762,34444,0,32,253365,0,EWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BBLUBOM%}OYHOB
34444,43862,34444,0,7,253365,0,EWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BBLUBOM%}OYHOB
34444,44072,34444,0,2,253365,0,EWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BBLUBOM%}OYHOB
34444,44204,34444,0,2,253365,0,EWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BBLUBOM%}OYHOB
34444,44266,34444,0,3,253365,0,EWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BBLUBOM%}OYHOB
34444,44270,34444,0,1,253365,0,EWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BBLUBOM%}OYHOB
34444,44203,34444,0,9,253365,0,EWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BBLUBOM%}OYHOB
34444,44428,34444,0,5,253365,0,EWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BBLUBOM%}OYHOB
34444,44438,34444,0,68,253365,0,EWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BBLUBOM%}OYHOB
34444,43403,34444,0,11,253365,0,EWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BBLUBOM%}OYHOB
34444,38487,34444,0,7,253365,0,EWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BBLUBOM%}OYHOB
34444,44462,34444,0,8,253365,0,EWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BBLUBOM%}OYHOB
34444,44731,34444,0,1,253365,0,EWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BBLUBOM%}OYHOB
34444,45081,34444,0,1,253365,0,EWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BBLUBOM%}OYHOB
34444,38647,34444,0,6,253365,0,EWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BBLUBOM%}OYHOB
34444,38298,34444,0,6,253365,0,EWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BBLUBOM%}OYHOB
34444,44257,34444,0,8,253365,0,EWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BBLUBOM%}OYHOB
34444,45001,34444,0,1,253365,0,EWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BBLUBOM%}OYHOB
34444,35905,34444,0,6,253365,0,EWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BBLUBOM%}OYHOB
34444,45367,34444,0,1,253365,0,EWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BBLUBOM%}OYHOB
34444,45393,34444,0,1,253365,0,EWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BBLUBOM%}OYHOB
34183,8625,8625,0,1,250831,66,$=?>$$BUBO^B>C$=N?>$$BLUQBO%}}Y^OB
34116,18320,43075,0,1,250214,0,$=?>$$BUBO^B>C$=N?$$BLUBP%}}Y^O
34079,21354,21354,0,1,249935,10,D=?>D$BUBO
34079,21354,18448,0,1,249935,10,D=?>D$BUBO
34074,26650,11748,0,1,249899,15,DWLHHHRLUEUWJYJ
34017,43639,8625,0,1,249282,71,$=?>$$BUBO^B>C$=N?>$$BLUBOF}Y^OB$=?>$$BUBO^B>C$=N?>$$BLUBO%}}Y^OB
34017,8625,34017,0,1,249282,71,$=?>$$BUBO^B>C$=N?>$$BLUBOF}Y^OB$=?>$$BUBO^B>C$=N?>$$BLUBO%}}Y^OB
33996,21354,8625,0,1,248974,10,$=?>E$BUBO
33996,8625,33996,0,9,248974,10,$=?>E$BUBO
33970,43766,3747,0,1,248794,0,$=?>$$BUBO^B>C$=N?>$$BLUBOF}Y^OB
33950,39981,22933,0,1,248605,41,B$=?R$$BUBO
33934,35217,33934,0,1,248463,0,$=?>$$BUBO^B>C$=N?>$$WBMUBO%}}Y^OB
