spp,act,pass,float,obsn,obst1,n3,seq
44872,37843,37843,0,1,335374,54,HHLUEUWIYJRIXVUUYGRHJLWWRE$CLUBO^B>C$=?>$$BLUBO%}OYHOB
44872,37843,44872,0,2,335374,54,HHLUEUWIYJRIXVUUYGRHJLWWRE$CLUBO^B>C$=?>$$BLUBO%}OYHOB
44871,44182,44182,0,1,335366,124,$=?>$$BUBO^B>C$=?>$BLUB}%}}Y^OB$=?>$$BUBO^B>C$=?>$BLUB}%}}Y^OB$=?>$$BUBO^B>C$=?>$BLUBO%}}Y^OB
44869,44843,40721,0,2,335352,0,UUYGRHJLWWRE$BLUBO^GB>C$=?>$$CLUBO%}OYHOB$CLUBO%}OYHOB
44869,44843,44456,0,2,335352,0,UUYGRHJLWWRE$BLUBO^GB>C$=?>$$CLUBO%}OYHOB$CLUBO%}OYHOB
44868,34444,34444,0,1,335349,62,EWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBOHB>C$=?>$$BBLUBOM%}OYHOB
44867,12476,25606,0,1,335341,63,$=?>$$BBO^A>C$=N?>$$BLUBO%}Y^OB
44866,44608,5086,0,1,335340,0,$BLUBOS^ZB>C$=?>$AUBO^ZB>C$=?>$$B
44865,44804,22933,0,1,335340,134,$=?>$$BUBO^B>C$=?>$BLUBOG}}Y^OB$=?R$$BUBO^B>C$=K>$BLUBOF}}Y^OB$=?>$$BUBO^B>C$=?>$BLUBOG}}Y^OB$=?R$$BUBO^B>C$=?>$BLUBO%}}Y^OB
44864,12476,12476,0,1,335332,64,$=?>$$BUBO^=B>C$=N?>$$BLUBO%}Y^OB
44861,42847,44022,0,1,335303,37,EWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$OYSHO
44860,8625,31905,0,1,335295,67,$=?>$$BUBO^JB>C$TN?>$$BLUBO%}}Y^OB
44860,20274,44860,0,4,335295,67,$=?>$$BUBO^JB>C$TN?>$$BLUBO%}}Y^OB
44860,8625,44860,0,2,335295,67,$=?>$$BUBO^JB>C$TN?>$$BLUBO%}}Y^OB
44859,37843,43673,0,1,335293,55,HHLUEUWIYJRIXVGUUYGRHJLWWRE$BLUBO^B>C$=?>$$ABLUBO%}OYHOB
44859,37843,44859,0,2,335293,55,HHLUEUWIYJRIXVGUUYGRHJLWWRE$BLUBO^B>C$=?>$$ABLUBO%}OYHOB
44858,44570,44456,0,1,335293,54,HH?UEUWIYJRIXVUUYGRGJLWWRE$BLUBO^B>C$=?>$$CLUBO%}OYHOB
44857,43656,43656,0,1,335291,55,HHLUEUWIYJRIQXVUUYGRHFJLWWRE$BLUBO^B>C$=?>$$BLUBO%}OYHOB
44856,44456,44456,0,1,335290,54,HHLUEUWIYJRIXVUUYGRGJLWWRE$BLUBO^B>C$=?>$$CLUBO%}OYHONB
44855,44819,44853,0,1,335280,0,RIXUVUYGRHJLRWWRE$BLUBO^ZB>C???>C$BUBO^ZB>GC$=?>$$B
44854,34444,34444,0,1,335276,62,EWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BBMUBOM%}OYHOB
44853,44819,44632,0,1,335258,0,RIXUVUYGRHJLRWWRE$BLUBO^ZB>C?=?>C$BUBO^ZB>GC$=?>$$B
44852,8625,12476,0,1,335250,65,$=?>$$BUBO^B>MC$=N?>$$BLUBO%}Y^OB
44851,12476,44646,0,1,335241,96,$=?>$$BUBOIB>C$=N?>$$BLUO%}Z^OB$=?>$$BUBO^B>C$=N?>$$BLUBO%}Y^OB
44850,44800,21994,0,1,335234,0,$=?>$$BUBO$B>C$=?>C$BLUBO%}Y^O
44849,43656,43656,0,1,335233,55,HHLUEUWIYJRIXVUUYGRHFJLWWRE$BLUBO^B>C$=?>$$BLUCO%}OYHOB
44848,43656,43656,0,1,335226,55,HHLUEUWIYJRIXVUUYGRHFJLWWRE$BLUBO^B>C$=?$$BLUBO%}OYHOB
44847,44842,44844,0,1,335213,0,RIXUVUYGRHJLRWWRE$BLUBO^>C$=?>$$BBBLUBOM%}
44846,44842,44844,0,1,335212,0,OYHOBBBBLUBOM%}OYHOB
44845,36259,17434,0,1,335208,41,$=?>$$BU>BO
44845,12476,44845,0,6,335208,41,$=?>$$BU>BO
44844,44743,44842,0,1,335197,0,EWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^>C$=?>$$BB
44843,42842,40721,0,1,335195,54,HHLUEUWIYJRIXVUUYGRHJLWWRE$BLUBO^GB>C$=?>$$CLUBO%}OYHOB
44843,44843,44869,0,2,335195,54,HHLUEUWIYJRIXVUUYGRHJLWWRE$BLUBO^GB>C$=?>$$CLUBO%}OYHOB
44843,40721,44843,0,1,335195,54,HHLUEUWIYJRIXVUUYGRHJLWWRE$BLUBO^GB>C$=?>$$CLUBO%}OYHOB
44843,44843,44929,0,2,335195,54,HHLUEUWIYJRIXVUUYGRHJLWWRE$BLUBO^GB>C$=?>$$CLUBO%}OYHOB
44843,44843,44983,0,2,335195,54,HHLUEUWIYJRIXVUUYGRHJLWWRE$BLUBO^GB>C$=?>$$CLUBO%}OYHOB
44843,45212,41465,0,1,335195,54,HHLUEUWIYJRIXVUUYGRHJLWWRE$BLUBO^GB>C$=?>$$CLUBO%}OYHOB
44843,45212,44843,0,1,335195,54,HHLUEUWIYJRIXVUUYGRHJLWWRE$BLUBO^GB>C$=?>$$CLUBO%}OYHOB
44843,44843,45281,0,1,335195,54,HHLUEUWIYJRIXVUUYGRHJLWWRE$BLUBO^GB>C$=?>$$CLUBO%}OYHOB
44842,44743,44743,0,1,335187,0,RIXUVUYGRHJLRWWRE$BLUBO^>C$=?>$$BBBLUBOM%}OYHOBBBBLUBOM%}OYHOB
44841,37843,37843,0,1,335184,54,HHLUEUWIYJRIXVUUYGRHJLWWRE$BLUBO^B>C$=?>$$BLBO%}OYHOB
44840,34444,44608,0,1,335184,50,RIXUVUYGRHJLRWWRE$BLUBOS^ZB>C$=?>$AUBO^ZB>$=?>$$B
44840,34444,44840,0,4,335184,50,RIXUVUYGRHJLRWWRE$BLUBOS^ZB>C$=?>$AUBO^ZB>$=?>$$B
44839,44837,43688,0,1,335166,0,D=?>$$BUBO^B>C$=?>$B
44838,44142,44748,0,1,335159,134,$=?>$$BUBO^B>C$=N?>$$BLUBO%}}Y^YOB$=?>$$BUBO^B>C$=N?>$$BLUBO%}}Y^YOB$=?$$$BUBO^B>C$=N?>$$BLUBO%}}Y^OB
44837,44724,43688,0,1,335155,77,$=?>$$BUBO^B>C$=?>$BLUBOF}}Y^OBLUBO%}}Y^OBB>C$=?>$BLUBOG}}Y^OB$=?R$$BUBO^B>C$=?>$BLUBO%}}Y^OB
44836,44783,34751,0,1,335150,94,RIXUVUYGRHJLRWWRE$BLUBO^ZB>C$=?>$$BUBO^ZB>B$=?>$$B$=?>$$BUBO^ZB>C$=?>$$B$=?>$$BUBO^ZB>C$=?>$$B$=?>$$BUBO^ZB>C$=?>$$B
44835,40577,42348,0,1,335140,33,$=?>$$BUBO^B>CD=N?>$$BLUBO%}YHOB$
44834,34444,34444,0,1,335140,62,EWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$CLUBO^B>C$=?>$$BBLUBOM%}OYHOB
44832,37843,43673,0,1,335129,55,HHLUEUWIYJR^XVUUYGRHJLWWRE$BLUBO^B>C$=?>$$ABLUBO%}OYHOB
44831,43844,44740,0,1,335127,0,$=?>$$BUBO^B>C$=N?>$$BLUBO%}YIOB$=?>$$BUBO^B>C$=N?>$BMUBO%}Y^OB
44831,12476,44831,0,1,335127,0,$=?>$$BUBO^B>C$=N?>$$BLUBO%}YIOB$=?>$$BUBO^B>C$=N?>$BMUBO%}Y^OB
44831,44891,44740,0,1,335127,0,$=?>$$BUBO^B>C$=N?>$$BLUBO%}YIOB$=?>$$BUBO^B>C$=N?>$BMUBO%}Y^OB
44829,44713,44713,0,2,335104,0,HHLUEUWIYJRIXVUUYGRHJLWWRE$BLUBO^B>C$=?>$$BLUBO%}OYHO
44829,37843,44829,0,12,335104,0,HHLUEUWIYJRIXVUUYGRHJLWWRE$BLUBO^B>C$=?>$$BLUBO%}OYHO
44829,44829,44829,0,12,335104,0,HHLUEUWIYJRIXVUUYGRHJLWWRE$BLUBO^B>C$=?>$$BLUBO%}OYHO
44829,37843,3747,0,1,335104,0,HHLUEUWIYJRIXVUUYGRHJLWWRE$BLUBO^B>C$=?>$$BLUBO%}OYHO
44829,44828,44829,0,2,335104,0,HHLUEUWIYJRIXVUUYGRHJLWWRE$BLUBO^B>C$=?>$$BLUBO%}OYHO
44828,37843,37843,0,1,335100,54,HHLUEUWIYJRIXVUUYGRHJLWWRE$BLUBO^B>C$=?>$$BLUBO%}HOYHOB
44828,43673,44828,0,7,335100,54,HHLUEUWIYJRIXVUUYGRHJLWWRE$BLUBO^B>C$=?>$$BLUBO%}HOYHOB
44828,37843,44828,0,4,335100,54,HHLUEUWIYJRIXVUUYGRHJLWWRE$BLUBO^B>C$=?>$$BLUBO%}HOYHOB
44827,40721,44456,0,1,335098,54,HHLUEUWIYJRIXVUUYGRGJLWWRE$BLUBO^BC$=?>$$CLUBO%}OYHOB
44827,44456,44456,0,1,335098,54,HHLUEUWIYJRIXVUUYGRGJLWWRE$BLUBO^BC$=?>$$CLUBO%}OYHOB
44825,42847,31489,0,1,335079,8,LUEUNWJYJ
44824,39981,39981,0,1,335075,62,$=?>$>$BUBO^B>C$=?>$BLUBO%}}Y^OB
44823,44741,39141,0,1,335050,0,BLUBOM%}BLUBO^>C$=?>$$BBLUBOMM
44821,12476,12476,0,2,335027,64,$=?>$$BUBO^B>CD=N?>$$BLUBO%}Y^OB
44821,12476,44821,0,4,335027,64,$=?>$$BUBO^B>CD=N?>$$BLUBO%}Y^OB
44820,38462,22933,0,1,335011,4,$=?TT$BUBO$=?$$$N?>$$A
44819,44227,44227,0,1,335008,0,RIXUVUYGRHJLRWWRE$BLUBO^ZB>C==?>C$BUBO^ZB>C$=?R$$B
44818,40721,40721,0,1,335001,54,HHLUEUWIYJRIXVUUYGRHJLWWRE$BLUBO^B>C$=?A>$$CLUBO%}OYHOB
44817,18267,40068,0,1,335001,53,$=?>$$BUBO$=?>$$BUBO^B>C$=?>$B$B
44816,44410,43075,0,1,335001,80,$=?>$$BUBO^B>C$=N?>$$BLUBO%}OZ^OB$=?>$$AUBO^B>C$=N?>$$BLUBO%}}Y^OB
44815,37843,37843,0,1,334990,54,HHLUEUWIYJRIXVUUYGSHJLWWRE$BLUBO^B>C$=?>$$BLUBO%}OYHOB
44814,44430,44022,0,1,334984,37,EWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BALUBKOM%}OYHOEWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$OYHOO^B>C$=?>$$BBLUBKOM%}OYHOEWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BALUBKOM%}OYHOX
44812,43862,42245,0,1,334934,50,RIXUVUYGRHJLRWWRE$BLUBO^ZB>C==?>C$BUBO^ZB>C$U?>$$B
44812,43762,42245,0,1,334934,50,RIXUVUYGRHJLRWWRE$BLUBO^ZB>C==?>C$BUBO^ZB>C$U?>$$B
44810,34444,34444,0,1,334920,62,EWLHHHRLUEUWJYJRIXUVUYGRHJL>WWRE$BLUBO^B>C$=?>$$BBLUBOM%}OYHOB
44809,8625,3747,0,1,334920,39,$=?$K$$
44808,42842,32025,0,1,334912,6,EUVJYJ
44807,8625,8625,0,1,334898,66,$=?>$$BUBO^B>C$=N?>$$BJLUBO%}}Y^OB
44806,34444,43295,0,1,334897,62,RIXUVUYGRHJLRWWRE$BLUBO^ZB>C$=?>$$BUBO^ZB>C$=?>$$BLUBKOM%}VOYHO
44805,42847,42847,0,1,334893,62,EW?HHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BBLUBKOM%}OYHO
44804,44668,44724,0,1,334889,155,$=?>$$BUBO^B>C$=?>$BLUBOG}}Y^OB$=?>$$BUBO^B>C$=?>$BLUBOF}}Y^OB$=?>$$BUBO^B>C$=?>$BLUBOG}}Y^OB$=?R$$BUBO^B>C$=?>$BLUBO%}}Y^OB
44802,17499,3747,0,1,334872,34,$=?>$$BUBOIB>C$=N?>$$BLUAO%}}Y^OB
44800,12476,44762,0,1,334871,63,$=?>$$BUBO^B>C$=?>C$BLUBO%}Y^OA
44799,18038,18038,0,1,334866,33,$=?>$$BUB}^B>C$=N?$$BLUBO%}}Y^OBB
44799,12476,44799,0,1,334866,33,$=?>$$BUB}^B>C$=N?$$BLUBO%}}Y^OBB
44799,8625,44799,0,2,334866,33,$=?>$$BUB}^B>C$=N?$$BLUBO%}}Y^OBB
44798,44596,31489,0,2,334862,8,EWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BBLUBKOM%}OYHOLUEUWJYJUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BALUBKOM%}OYHOEWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BBLUBKOM%}OYHOEWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BALUBKOM%}OYHOX
44797,34444,41181,0,1,334860,51,RIXUVUYGRHJLRWWRE$BLUBOS^ZB>CD=?>$$BUBO^ZB>C$=?>$$B
44796,39981,39981,0,1,334847,62,$=R?>$$BUBO^B>C$=?>$BLUBO%}}Y^OB
44795,18041,3747,0,1,334843,39,$=?>$$B=BO$=?$$$N?>$$BLBO%}}Y^OB
44794,25606,25606,0,1,334837,62,$=?>$$BBO^B>C$=N?>$$BLUXBO%}Y^OB
44793,34444,34444,0,1,334831,62,EWLHHHRLUEUWJYJRIXUVVYGRHJLRWWRE$BLUBO^B>C$=?>$$BBLUBOM%}OYHOB
44792,12476,12476,0,1,334817,64,$=?>$$BU%BO^B>C$=N?>$$BLUBO%}Y^OB
44791,44770,78,0,1,334801,0,%}BLUBO^>C$=?>$$BBLUBOMM>C$=?>$$BBLUBOM
44791,44791,78,0,1,334801,0,%}BLUBO^>C$=?>$$BBLUBOMM>C$=?>$$BBLUBOM
44790,37843,37843,0,1,334798,54,HHLUEUWIYJRIXVUUYGRHJLWWRE$BLUBO^B>C$=?>$$BLUBO%OOYHOB
44789,44785,44758,0,1,334784,0,^B>C$=?>$$BB?UBOM%}OYHOB
44788,44785,44758,0,1,334783,5,EWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$OYHOB^B>C$=?>$$BBLUBOM%}OYHOB
44787,34917,34917,0,1,334771,1,$>?>C$B
44785,44707,34444,0,1,334747,62,^B>C$=?>$$BB?UBOM%}OYHOBEWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BBLUBOM%}OYHOB
44784,34444,31489,0,1,334741,8,LULEUWJYJ
44783,44737,34751,0,1,334724,70,RIXUVUYGRHJLRWWRE$BLUBO^ZB>C$=?>$$BUBO^ZB>B$=?>$$B$=?>$$BUBO^ZB>C$=?>$$B$=?>$$BUBO^ZB>C$=?>$$B
44782,37843,37843,0,1,334721,54,HHLUEUWIYJRIXVUUZGRHJLWWRE$BLUBO^B>C$=?>$$BLUBO%}OYHOB
44781,44713,37843,0,1,334716,54,HHLUEUWIYJRIXVUUYGRHJLWWRE$BLUBO^B>C$=?>$$BLUBO%}OYHOHHLUEUWIYJRIXVUUYGRHJLWWRE$BLUBO^B>C$=?>$$BLUBO%}OYHOB
44781,37843,44781,0,8,334716,54,HHLUEUWIYJRIXVUUYGRHJLWWRE$BLUBO^B>C$=?>$$BLUBO%}OYHOHHLUEUWIYJRIXVUUYGRHJLWWRE$BLUBO^B>C$=?>$$BLUBO%}OYHOB
44781,44829,37843,0,5,334716,54,HHLUEUWIYJRIXVUUYGRHJLWWRE$BLUBO^B>C$=?>$$BLUBO%}OYHOHHLUEUWIYJRIXVUUYGRHJLWWRE$BLUBO^B>C$=?>$$BLUBO%}OYHOB
44781,43673,44781,0,5,334716,54,HHLUEUWIYJRIXVUUYGRHJLWWRE$BLUBO^B>C$=?>$$BLUBO%}OYHOHHLUEUWIYJRIXVUUYGRHJLWWRE$BLUBO^B>C$=?>$$BLUBO%}OYHOB
44780,44456,44456,0,1,334709,54,HHLUE}UWIYJRIXVUUYGRGJLWWRE$BLUBO^B>C$=?>$$CLUBO%}OYHOB
44779,21947,21947,0,1,334708,3,$=?N$$BUBO^B>C
44778,39981,39981,0,1,334705,62,$=?>$$BUBO^B>C$=?>$BLUBO%}}^OB
44778,39981,21947,0,1,334705,62,$=?>$$BUBO^B>C$=?>$BLUBO%}}^OB
44778,39981,44778,0,1,334705,62,$=?>$$BUBO^B>C$=?>$BLUBO%}}^OB
44778,39981,38462,0,1,334705,62,$=?>$$BUBO^B>C$=?>$BLUBO%}}^OB
44777,43801,43730,0,1,334703,32,$=?>$$AUBO^C>C$=?>$BLUBO%}}Y^OB
44776,37843,3747,0,1,334702,0,HHLUEUWIYJRIXVUUYGRHJLWWRE$BLUBO^B>C$=?>$$BL=BO%}OY
44776,37843,44776,0,2,334702,0,HHLUEUWIYJRIXVUUYGRHJLWWRE$BLUBO^B>C$=?>$$BL=BO%}OY
44775,37843,3747,0,1,334701,5,HHLUEUWIYJRIXVUUYGRHJLWWRE$BLUBO^B>C$=?>C$BLUBO%}OYHOB
44773,44743,30272,0,2,334683,0,RIXUVUYGRHJLRWWRE$BLUBO^>C$=?>$$BBBLUBOM%}OYHOBB
44772,42847,42847,0,1,334678,62,EWLHHHRLUEUWJYVJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BBLUBKOM%}OYHO
44771,44357,44675,0,1,334668,163,$=?>$$BUBO^B>C$=N?>$$BLUBO%}YV^OB$=?>$$BUBO^B>C$=N?>$$BLUBO%}YV^OB$=?>$$BUBO^B>C$=N?>$$BLUBO%}YV^OB$=?Q$$BUBO^B>C$=N?>$$BLUBO%}Y^OB
44770,44741,44520,0,1,334651,0,RIXUVUYGRHJLRWWRE$BLUBO^>C$=?>$$BBLUBOMM>C$=?>$$BBLUBOM
44769,39981,39981,0,2,334644,0,$=?>$$AUBO^B>C$=?>$BLUBO%}}Y^OB
44769,39981,44769,0,2,334644,0,$=?>$$AUBO^B>C$=?>$BLUBO%}}Y^OB
44768,34444,44438,0,1,334644,63,EWLHHHRLUEUWJYJRIXUVUYGRHJLRWWMRE$BLUBO^B>$$=?>$$BBLUBOM%}OYHOB
44767,44607,5086,0,1,334637,1,EWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>CC=?>$$BBLUBOM%}OYHOB$
44766,37843,37843,0,2,334605,54,HHLUEUWIYJRIXVUUYGRHJLWXRE$BLUBO^B>C$=?>$$BLUBO%}OYHOB
44766,37843,44766,0,1,334605,54,HHLUEUWIYJRIXVUUYGRHJLWXRE$BLUBO^B>C$=?>$$BLUBO%}OYHOB
44763,44756,44464,0,1,334593,0,BLV
44762,36611,12476,0,1,334590,0,$=?>$$BUBO^B>C$=?>C$BLUBO%}Y^OB
44760,44227,44751,0,1,334582,0,=??>$$BUBO=??>$$N?>$$BLUBO%}}Y^O
44758,44707,39209,0,1,334578,5,YHOB^B>C$=?>$$BB?UBOM%}OYHOB
44757,12476,36259,0,1,334568,63,$=?>$$BUBO^B>C$=N?>$BLUCO%}Y^OB
44756,44155,44752,0,1,334562,0,BLVBKOM%}OYHO
44755,43810,43810,0,1,334561,0,$=?>$$BUBOIB>C
44755,39981,44755,0,30,334561,0,$=?>$$BUBOIB>C
44754,43810,43810,0,1,334560,32,$=?R$BLUBO%}}Y^OB
44753,43660,44155,0,1,334553,0,EWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$OYHOO^B>C$=?>$$BBLVBKO
44752,43660,44155,0,1,334552,4,M%}OYHO
44751,44227,44588,0,1,334548,0,=??>$$BUBO==?>$$N?>$$BLUBO%}}Y^O
44750,38462,22933,0,1,334547,23,$=?>$$BUBO$=?$$$NL>$$A
44749,44452,44718,0,1,334526,49,HHLUEUWIYJRIXVUUYGHJLWWRE$BUBO^B>C$=?>$$BLUB%}OYH
44748,44142,3747,0,1,334523,73,$=?>$$BUBO^B>C$=N?>$$BLUBO%}}Y^YOB$=?$$$BUBO^B>C$=N?>$$BLUBO%}}Y^OB
44747,42348,42348,0,1,334516,15,$=?>$BUB?^B>CCC
44745,39981,39981,0,5,334510,0,$=?>$$BUBO^BRC$=?>$BLUBO%}}Y^OB
44745,39981,44745,0,44,334510,0,$=?>$$BUBO^BRC$=?>$BLUBO%}}Y^OB
44745,44745,44745,0,5,334510,0,$=?>$$BUBO^BRC$=?>$BLUBO%}}Y^OB
44744,44738,78,0,1,334509,5,^B>C$=?>$$BBLUBOM%}YHOBEWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BBLUBOM
44743,30272,44711,0,1,334503,0,EWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^>C$=?>$$BBBLUBOM%}OYHOB
44743,44743,44773,0,1,334503,0,EWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^>C$=?>$$BBBLUBOM%}OYHOB
44743,30272,38846,0,2,334503,0,EWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^>C$=?>$$BBBLUBOM%}OYHOB
44742,44702,44679,0,2,334496,0,UUYGRHJLRWWRE$OYHOB^>C$=?>$$BLUBO}^BX>C$=?>$$BLUBO}OYHOB^>C$=?>$$BLUBO}^BX>C$=?>$$BLUBO}OYHOB
44742,44742,40378,0,1,334496,0,UUYGRHJLRWWRE$OYHOB^>C$=?>$$BLUBO}^BX>C$=?>$$BLUBO}OYHOB^>C$=?>$$BLUBO}^BX>C$=?>$$BLUBO}OYHOB
44742,44702,40378,0,2,334496,0,UUYGRHJLRWWRE$OYHOB^>C$=?>$$BLUBO}^BX>C$=?>$$BLUBO}OYHOB^>C$=?>$$BLUBO}^BX>C$=?>$$BLUBO}OYHOB
44742,44643,44679,0,1,334496,0,UUYGRHJLRWWRE$OYHOB^>C$=?>$$BLUBO}^BX>C$=?>$$BLUBO}OYHOB^>C$=?>$$BLUBO}^BX>C$=?>$$BLUBO}OYHOB
44742,44679,44679,0,1,334496,0,UUYGRHJLRWWRE$OYHOB^>C$=?>$$BLUBO}^BX>C$=?>$$BLUBO}OYHOB^>C$=?>$$BLUBO}^BX>C$=?>$$BLUBO}OYHOB
44741,44520,44720,0,1,334493,0,EWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^>C$=?>$$BBLUBOMM
44741,44741,28822,0,1,334493,0,EWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^>C$=?>$$BBLUBOMM
44740,12476,36259,0,1,334479,63,$=?>$$BUBO^B>C$=N?>$BMUBO%}Y^OB
44740,12476,44740,0,4,334479,63,$=?>$$BUBO^B>C$=N?>$BMUBO%}Y^OB
44739,44282,44282,0,1,334477,24,$BLUBOVS^ZB>C$=?>$$B=AO^ZC>C$=?>$$B
44738,43288,44624,0,1,334474,0,EWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BBLUBOM%}YHOBEWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BBLUBOM
44738,43288,38977,0,1,334474,0,EWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BBLUBOM%}YHOBEWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BBLUBOM
44737,34751,34751,0,1,334470,46,RIXUVUYGRHJLRWWRE$BLUBO^ZB>C$=?>$$BUBO^ZB>B$=?>$$B$=?>$$BUBO^ZB>C$=?>$$B
44736,43905,43904,0,1,334454,53,$=?>$DBVBO$=?$$$N?>$$B
44735,42847,42847,0,1,334452,62,EWLHHHRLUEUWJYJRIXUVUYGR^JLRWWRE$BLUBO^B>C$=?>$$BBLUBKOM%}OYHO
44734,42847,42847,0,1,334441,62,EWLHHHRLUEUWJYJRIXUVUYGRHJLRWWREDBLUBO^B>C$=?>$$BBLUBKOM%}OYHO
44732,42847,42847,0,1,334431,62,EWLHHHRLUEUWJYJRIXUVUYGRHILRWWRE$BLUBO^B>C$=?>$$BBLUBKOM%}OYHO
44732,42847,44732,0,14,334431,62,EWLHHHRLUEUWJYJRIXUVUYGRHILRWWRE$BLUBO^B>C$=?>$$BBLUBKOM%}OYHO
44731,42847,42847,0,1,334429,62,EWLHHHRLUEUWJYJRIXUVUYHRHJLRWWRE$BLUBO^B>C$=?>$$BBLUBKOM%}OYHO
44730,40721,40721,0,1,334419,54,HHLUEUWIYJRIXVUUYGRHJLWWREA$BLUBO^B>C$=?>$$CLUBO%}OYHOB
44729,40721,40721,0,1,334418,54,HHLUFUWIYJRIXVUUYGRHJLWWRE$BLUBO^B>C$=?>$$CLUBO%}OYHOB
44728,40721,40721,0,1,334413,54,GHLUEUWIYJRIXVUUYGRHJLWWRE$BLUBO^B>C$=?>$$CLUBO%}OYHOB
44727,37843,37843,0,1,334411,54,HHLUEUWIYJRIXVUUYGRHJLMWWRE$BLUBO^B>C$=?>$$BLUBO%}OYHOB
44727,37843,44727,0,1,334411,54,HHLUEUWIYJRIXVUUYGRHJLMWWRE$BLUBO^B>C$=?>$$BLUBO%}OYHOB
44726,44666,43288,0,1,334411,123,EWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BBLUBOM%}YHOBEWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BBLUBOM%}YHOBEWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BBLUBOM%}OYHOB
44726,34444,44726,0,1,334411,123,EWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BBLUBOM%}YHOBEWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BBLUBOM%}YHOBEWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$BLUBO^B>C$=?>$$BBLUBOM%}OYHOB
44725,37843,37843,0,1,334408,54,HHLUEUWIYJRIXVUUYGRHJLWWRE$BLMUBO^B>C$=?>$$BLUBO%}OYHOB
44724,43927,44668,0,1,334405,124,$=?>$$BUBO^B>C$=?>$BLUBOF}}Y^OB$=?>$$BUBO^B>C$=?>$BLUBOG}}Y^OB$=?R$$BUBO^B>C$=?>$BLUBO%}}Y^OB
44723,37843,37843,0,2,334405,54,HHLUEVWIYJRIXVUUYGRHJLWWRE$BLUBO^B>C$=?>$$BLUBO%}OYHOB
44720,38907,78,0,1,334379,5,EWLHHHRLUEUWJYJRIXUVUYGRHJLRWWRE$OYHOB^B>C$=?>$$BBLUBOM
44719,39981,39981,0,1,334340,62,$=?>$$BUBO^B>C$=?>$BLUBO%}}Y^PB
44718,44288,44452,0,1,334340,50,PBHHLUEUWIYJRIXVUUYGHJLWWRE$BUBO^B>C$=?>$$BLUB%}OYH
44717,36259,12476,0,1,334340,63,$=?>$$BUBO^B>C$=N?>$$B$LUBO%}Y^OB
44716,42348,42348,0,1,334340,15,$=?>$BUB?O^B>C$
44716,12476,44716,0,1,334340,15,$=?>$BUB?O^B>C$
44715,8625,3747,0,1,334336,0,$=?>$$BUBO^B>C$=N?RD$BLUBO%}}Y^OB
44714,36813,12476,0,1,334333,32,$=?>$$BUB}^B>C$=N?>$$BLUBO%}^OBB
44713,37843,37843,0,1,334325,54,HHLUEUWIYJRIXVUUYGRHJLWWRE$BLUBO^B>C$=?>$$BLUBO%}OYHOA
